task_id,task_domain,task_type,difficulty,task_description,constraints,required_capabilities,expected_tools,available_tools,ground_truth,success_criteria
task_00788,document_analysis,document_analysis,hard,Read the provided document set on competitor feature matrix and extract the 5 key claims with citations.,Must use only tools from the document_analysis toolset; Must return exactly 5 items; Must cite the source of every factual claim,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator",gt_document_analysis_competitor_feature_matrix_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00789,information_retrieval,information_retrieval,medium,Find the 3 most relevant sources for server incident timeline and rank them by relevance.,Must use only tools from the information_retrieval toolset; Must return exactly 3 items,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator",gt_information_retrieval_server_incident_timeline_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00790,multi_step_reasoning,multi_step_reasoning,easy,Answer a multi-step question about support ticket backlog requiring 3 intermediate computations.,Must use only tools from the multi_step_reasoning toolset,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator,code_executor",gt_multi_step_reasoning_support_ticket_backlog_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00791,structured_extraction,structured_extraction,medium,Extract 2 structured fields describing competitor feature matrix from the source file.,Must use only tools from the structured_extraction toolset; Must return exactly 2 items,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator",gt_structured_extraction_competitor_feature_matrix_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00792,multi_step_reasoning,multi_step_reasoning,hard,Answer a multi-step question about inventory reorder points requiring 2 intermediate computations.,Must use only tools from the multi_step_reasoning toolset; Must return exactly 2 items; Must cite the source of every factual claim,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator",gt_multi_step_reasoning_inventory_reorder_points_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00793,data_analysis,data_analysis,easy,Query the subscription renewal rates table and compute the requested aggregate for the last 2 periods.,Must use only tools from the data_analysis toolset,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor,api_client",gt_data_analysis_subscription_renewal_rates_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00794,file_operations,file_operations,medium,"Read support ticket backlog, transform it, and write 4 output files with the results.",Must use only tools from the file_operations toolset; Must return exactly 4 items,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator,code_executor",gt_file_operations_support_ticket_backlog_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00795,information_retrieval,information_retrieval,easy,Find the 5 most relevant sources for vendor contract terms and rank them by relevance.,Must use only tools from the information_retrieval toolset,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator",gt_information_retrieval_vendor_contract_terms_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00796,document_analysis,document_analysis,medium,Read the provided document set on regional sales performance and extract the 2 key claims with citations.,Must use only tools from the document_analysis toolset; Must return exactly 2 items,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator",gt_document_analysis_regional_sales_performance_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00797,coding,coding,medium,Write and run a script that solves server incident timeline and returns the result for 4 test cases.,Must use only tools from the coding toolset; Must return exactly 4 items,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer,sql_query",gt_coding_server_incident_timeline_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00798,verification,verification,hard,Verify the 2 claims about budget variance analysis against the source data and flag unsupported ones.,Must use only tools from the verification toolset; Must return exactly 2 items; Must cite the source of every factual claim,verification,"validator,sql_query,calculator","validator,sql_query,calculator",gt_verification_budget_variance_analysis_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00799,data_analysis,data_analysis,hard,Query the energy usage patterns table and compute the requested aggregate for the last 2 periods.,Must use only tools from the data_analysis toolset; Must return exactly 2 items; Must cite the source of every factual claim,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor",gt_data_analysis_energy_usage_patterns_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00800,structured_extraction,structured_extraction,medium,Extract 4 structured fields describing supply chain bottlenecks from the source file.,Must use only tools from the structured_extraction toolset; Must return exactly 4 items,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator",gt_structured_extraction_supply_chain_bottlenecks_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00801,api_workflows,api_workflows,medium,Call the energy usage patterns API and assemble a report combining 4 endpoint responses.,Must use only tools from the api_workflows toolset; Must return exactly 4 items,api workflows,"api_client,validator,calculator","api_client,validator,calculator",gt_api_workflows_energy_usage_patterns_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00802,web_research,web_research,easy,Research inventory reorder points using web search and summarize the top 2 findings with sources.,Must use only tools from the web_research toolset,web research,"web_search,browser,validator","web_search,browser,validator,api_client",gt_web_research_inventory_reorder_points_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00803,structured_extraction,structured_extraction,easy,Extract 5 structured fields describing budget variance analysis from the source file.,Must use only tools from the structured_extraction toolset,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator,sql_query",gt_structured_extraction_budget_variance_analysis_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00804,data_analysis,data_analysis,hard,Query the employee onboarding steps table and compute the requested aggregate for the last 4 periods.,Must use only tools from the data_analysis toolset; Must return exactly 4 items; Must cite the source of every factual claim,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor,api_client",gt_data_analysis_employee_onboarding_steps_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00805,planning,planning,medium,Produce a 4-step plan to accomplish quarterly revenue trends respecting the stated constraints.,Must use only tools from the planning toolset; Must return exactly 4 items,planning,"doc_retriever,calculator,validator","doc_retriever,calculator,validator",gt_planning_quarterly_revenue_trends_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00806,coding,coding,medium,Write and run a script that solves vendor contract terms and returns the result for 5 test cases.,Must use only tools from the coding toolset; Must return exactly 5 items,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer,sql_query",gt_coding_vendor_contract_terms_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00807,multi_step_reasoning,multi_step_reasoning,easy,Answer a multi-step question about server incident timeline requiring 5 intermediate computations.,Must use only tools from the multi_step_reasoning toolset,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator",gt_multi_step_reasoning_server_incident_timeline_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00808,verification,verification,medium,Verify the 3 claims about customer churn drivers against the source data and flag unsupported ones.,Must use only tools from the verification toolset; Must return exactly 3 items,verification,"validator,sql_query,calculator","validator,sql_query,calculator,web_search",gt_verification_customer_churn_drivers_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00809,constraint_satisfaction,constraint_satisfaction,medium,Find an assignment for warehouse capacity planning satisfying all 2 stated constraints.,Must use only tools from the constraint_satisfaction toolset; Must return exactly 2 items,constraint satisfaction,"validator,calculator,sql_query","validator,calculator,sql_query,code_executor",gt_constraint_satisfaction_warehouse_capacity_planning_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00810,data_analysis,data_analysis,medium,Query the employee onboarding steps table and compute the requested aggregate for the last 5 periods.,Must use only tools from the data_analysis toolset; Must return exactly 5 items,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor",gt_data_analysis_employee_onboarding_steps_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00811,api_workflows,api_workflows,medium,Call the pricing tier comparison API and assemble a report combining 3 endpoint responses.,Must use only tools from the api_workflows toolset; Must return exactly 3 items,api workflows,"api_client,validator,calculator","api_client,validator,calculator,browser",gt_api_workflows_pricing_tier_comparison_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00812,coding,coding,easy,Write and run a script that solves shipping delay root causes and returns the result for 5 test cases.,Must use only tools from the coding toolset,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer,sql_query",gt_coding_shipping_delay_root_causes_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00813,structured_extraction,structured_extraction,easy,Extract 5 structured fields describing compliance audit findings from the source file.,Must use only tools from the structured_extraction toolset,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator",gt_structured_extraction_compliance_audit_findings_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00814,data_analysis,data_analysis,easy,Query the support ticket backlog table and compute the requested aggregate for the last 2 periods.,Must use only tools from the data_analysis toolset,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor",gt_data_analysis_support_ticket_backlog_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00815,file_operations,file_operations,medium,"Read product defect reports, transform it, and write 3 output files with the results.",Must use only tools from the file_operations toolset; Must return exactly 3 items,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator",gt_file_operations_product_defect_reports_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00816,planning,planning,easy,Produce a 5-step plan to accomplish supply chain bottlenecks respecting the stated constraints.,Must use only tools from the planning toolset,planning,"doc_retriever,calculator,validator","doc_retriever,calculator,validator",gt_planning_supply_chain_bottlenecks_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00817,information_retrieval,information_retrieval,medium,Find the 2 most relevant sources for server incident timeline and rank them by relevance.,Must use only tools from the information_retrieval toolset; Must return exactly 2 items,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator,file_reader",gt_information_retrieval_server_incident_timeline_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00818,file_operations,file_operations,medium,"Read server incident timeline, transform it, and write 4 output files with the results.",Must use only tools from the file_operations toolset; Must return exactly 4 items,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator,code_executor",gt_file_operations_server_incident_timeline_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00819,information_retrieval,information_retrieval,medium,Find the 5 most relevant sources for vendor contract terms and rank them by relevance.,Must use only tools from the information_retrieval toolset; Must return exactly 5 items,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator,file_reader",gt_information_retrieval_vendor_contract_terms_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00820,document_analysis,document_analysis,medium,Read the provided document set on inventory reorder points and extract the 5 key claims with citations.,Must use only tools from the document_analysis toolset; Must return exactly 5 items,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator,sql_query",gt_document_analysis_inventory_reorder_points_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00821,file_operations,file_operations,medium,"Read pricing tier comparison, transform it, and write 2 output files with the results.",Must use only tools from the file_operations toolset; Must return exactly 2 items,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator,code_executor",gt_file_operations_pricing_tier_comparison_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00822,web_research,web_research,easy,Research subscription renewal rates using web search and summarize the top 2 findings with sources.,Must use only tools from the web_research toolset,web research,"web_search,browser,validator","web_search,browser,validator,api_client",gt_web_research_subscription_renewal_rates_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00823,document_analysis,document_analysis,medium,Read the provided document set on compliance audit findings and extract the 4 key claims with citations.,Must use only tools from the document_analysis toolset; Must return exactly 4 items,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator,sql_query",gt_document_analysis_compliance_audit_findings_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00824,web_research,web_research,easy,Research regional sales performance using web search and summarize the top 4 findings with sources.,Must use only tools from the web_research toolset,web research,"web_search,browser,validator","web_search,browser,validator,api_client",gt_web_research_regional_sales_performance_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00825,information_retrieval,information_retrieval,easy,Find the 3 most relevant sources for supply chain bottlenecks and rank them by relevance.,Must use only tools from the information_retrieval toolset,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator",gt_information_retrieval_supply_chain_bottlenecks_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00826,web_research,web_research,easy,Research budget variance analysis using web search and summarize the top 2 findings with sources.,Must use only tools from the web_research toolset,web research,"web_search,browser,validator","web_search,browser,validator,api_client",gt_web_research_budget_variance_analysis_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00827,rag,rag,medium,Answer the question about energy usage patterns grounded only in the retrieved 4 passages.,Must use only tools from the rag toolset; Must return exactly 4 items,rag,"doc_retriever,web_search,validator","doc_retriever,web_search,validator",gt_rag_energy_usage_patterns_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00828,structured_extraction,structured_extraction,easy,Extract 5 structured fields describing product defect reports from the source file.,Must use only tools from the structured_extraction toolset,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator,sql_query",gt_structured_extraction_product_defect_reports_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00829,rag,rag,medium,Answer the question about pricing tier comparison grounded only in the retrieved 2 passages.,Must use only tools from the rag toolset; Must return exactly 2 items,rag,"doc_retriever,web_search,validator","doc_retriever,web_search,validator",gt_rag_pricing_tier_comparison_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00830,api_workflows,api_workflows,easy,Call the compliance audit findings API and assemble a report combining 5 endpoint responses.,Must use only tools from the api_workflows toolset,api workflows,"api_client,validator,calculator","api_client,validator,calculator,browser",gt_api_workflows_compliance_audit_findings_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00831,multi_step_reasoning,multi_step_reasoning,hard,Answer a multi-step question about pricing tier comparison requiring 4 intermediate computations.,Must use only tools from the multi_step_reasoning toolset; Must return exactly 4 items; Must cite the source of every factual claim,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator",gt_multi_step_reasoning_pricing_tier_comparison_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00832,web_research,web_research,medium,Research pricing tier comparison using web search and summarize the top 4 findings with sources.,Must use only tools from the web_research toolset; Must return exactly 4 items,web research,"web_search,browser,validator","web_search,browser,validator,api_client",gt_web_research_pricing_tier_comparison_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00833,information_retrieval,information_retrieval,medium,Find the 2 most relevant sources for supply chain bottlenecks and rank them by relevance.,Must use only tools from the information_retrieval toolset; Must return exactly 2 items,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator,file_reader",gt_information_retrieval_supply_chain_bottlenecks_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00834,planning,planning,easy,Produce a 5-step plan to accomplish inventory reorder points respecting the stated constraints.,Must use only tools from the planning toolset,planning,"doc_retriever,calculator,validator","doc_retriever,calculator,validator,web_search",gt_planning_inventory_reorder_points_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00835,coding,coding,hard,Write and run a script that solves budget variance analysis and returns the result for 4 test cases.,Must use only tools from the coding toolset; Must return exactly 4 items; Must cite the source of every factual claim,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer,sql_query",gt_coding_budget_variance_analysis_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00836,web_research,web_research,medium,Research pricing tier comparison using web search and summarize the top 2 findings with sources.,Must use only tools from the web_research toolset; Must return exactly 2 items,web research,"web_search,browser,validator","web_search,browser,validator",gt_web_research_pricing_tier_comparison_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00837,coding,coding,medium,Write and run a script that solves server incident timeline and returns the result for 3 test cases.,Must use only tools from the coding toolset; Must return exactly 3 items,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer",gt_coding_server_incident_timeline_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00838,api_workflows,api_workflows,medium,Call the support ticket backlog API and assemble a report combining 2 endpoint responses.,Must use only tools from the api_workflows toolset; Must return exactly 2 items,api workflows,"api_client,validator,calculator","api_client,validator,calculator",gt_api_workflows_support_ticket_backlog_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00839,file_operations,file_operations,medium,"Read subscription renewal rates, transform it, and write 5 output files with the results.",Must use only tools from the file_operations toolset; Must return exactly 5 items,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator,code_executor",gt_file_operations_subscription_renewal_rates_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00840,information_retrieval,information_retrieval,easy,Find the 2 most relevant sources for competitor feature matrix and rank them by relevance.,Must use only tools from the information_retrieval toolset,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator,file_reader",gt_information_retrieval_competitor_feature_matrix_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00841,data_analysis,data_analysis,easy,Query the energy usage patterns table and compute the requested aggregate for the last 2 periods.,Must use only tools from the data_analysis toolset,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor,api_client",gt_data_analysis_energy_usage_patterns_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00842,constraint_satisfaction,constraint_satisfaction,easy,Find an assignment for budget variance analysis satisfying all 3 stated constraints.,Must use only tools from the constraint_satisfaction toolset,constraint satisfaction,"validator,calculator,sql_query","validator,calculator,sql_query,code_executor",gt_constraint_satisfaction_budget_variance_analysis_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00843,structured_extraction,structured_extraction,hard,Extract 4 structured fields describing hiring pipeline metrics from the source file.,Must use only tools from the structured_extraction toolset; Must return exactly 4 items; Must cite the source of every factual claim,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator,sql_query",gt_structured_extraction_hiring_pipeline_metrics_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00844,rag,rag,hard,Answer the question about shipping delay root causes grounded only in the retrieved 2 passages.,Must use only tools from the rag toolset; Must return exactly 2 items; Must cite the source of every factual claim,rag,"doc_retriever,web_search,validator","doc_retriever,web_search,validator",gt_rag_shipping_delay_root_causes_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00845,constraint_satisfaction,constraint_satisfaction,easy,Find an assignment for supply chain bottlenecks satisfying all 4 stated constraints.,Must use only tools from the constraint_satisfaction toolset,constraint satisfaction,"validator,calculator,sql_query","validator,calculator,sql_query,code_executor",gt_constraint_satisfaction_supply_chain_bottlenecks_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00846,data_analysis,data_analysis,easy,Query the server incident timeline table and compute the requested aggregate for the last 5 periods.,Must use only tools from the data_analysis toolset,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor",gt_data_analysis_server_incident_timeline_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00847,multi_step_reasoning,multi_step_reasoning,easy,Answer a multi-step question about energy usage patterns requiring 4 intermediate computations.,Must use only tools from the multi_step_reasoning toolset,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator,code_executor",gt_multi_step_reasoning_energy_usage_patterns_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00848,structured_extraction,structured_extraction,medium,Extract 3 structured fields describing regional sales performance from the source file.,Must use only tools from the structured_extraction toolset; Must return exactly 3 items,structured extraction,"file_reader,doc_retriever,validator","file_reader,doc_retriever,validator,sql_query",gt_structured_extraction_regional_sales_performance_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00849,data_analysis,data_analysis,easy,Query the support ticket backlog table and compute the requested aggregate for the last 3 periods.,Must use only tools from the data_analysis toolset,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor",gt_data_analysis_support_ticket_backlog_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00850,information_retrieval,information_retrieval,easy,Find the 5 most relevant sources for inventory reorder points and rank them by relevance.,Must use only tools from the information_retrieval toolset,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator",gt_information_retrieval_inventory_reorder_points_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00851,planning,planning,medium,Produce a 4-step plan to accomplish warehouse capacity planning respecting the stated constraints.,Must use only tools from the planning toolset; Must return exactly 4 items,planning,"doc_retriever,calculator,validator","doc_retriever,calculator,validator",gt_planning_warehouse_capacity_planning_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00852,file_operations,file_operations,hard,"Read shipping delay root causes, transform it, and write 4 output files with the results.",Must use only tools from the file_operations toolset; Must return exactly 4 items; Must cite the source of every factual claim,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator,code_executor",gt_file_operations_shipping_delay_root_causes_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00853,file_operations,file_operations,medium,"Read customer churn drivers, transform it, and write 2 output files with the results.",Must use only tools from the file_operations toolset; Must return exactly 2 items,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator,code_executor",gt_file_operations_customer_churn_drivers_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00854,web_research,web_research,easy,Research energy usage patterns using web search and summarize the top 4 findings with sources.,Must use only tools from the web_research toolset,web research,"web_search,browser,validator","web_search,browser,validator,api_client",gt_web_research_energy_usage_patterns_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00855,data_analysis,data_analysis,hard,Query the pricing tier comparison table and compute the requested aggregate for the last 5 periods.,Must use only tools from the data_analysis toolset; Must return exactly 5 items; Must cite the source of every factual claim,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor,api_client",gt_data_analysis_pricing_tier_comparison_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00856,constraint_satisfaction,constraint_satisfaction,medium,Find an assignment for subscription renewal rates satisfying all 4 stated constraints.,Must use only tools from the constraint_satisfaction toolset; Must return exactly 4 items,constraint satisfaction,"validator,calculator,sql_query","validator,calculator,sql_query,code_executor",gt_constraint_satisfaction_subscription_renewal_rates_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00857,constraint_satisfaction,constraint_satisfaction,easy,Find an assignment for server incident timeline satisfying all 5 stated constraints.,Must use only tools from the constraint_satisfaction toolset,constraint satisfaction,"validator,calculator,sql_query","validator,calculator,sql_query,code_executor",gt_constraint_satisfaction_server_incident_timeline_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00858,verification,verification,hard,Verify the 4 claims about pricing tier comparison against the source data and flag unsupported ones.,Must use only tools from the verification toolset; Must return exactly 4 items; Must cite the source of every factual claim,verification,"validator,sql_query,calculator","validator,sql_query,calculator,web_search",gt_verification_pricing_tier_comparison_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00859,coding,coding,easy,Write and run a script that solves budget variance analysis and returns the result for 3 test cases.,Must use only tools from the coding toolset,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer",gt_coding_budget_variance_analysis_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00860,constraint_satisfaction,constraint_satisfaction,easy,Find an assignment for regional sales performance satisfying all 2 stated constraints.,Must use only tools from the constraint_satisfaction toolset,constraint satisfaction,"validator,calculator,sql_query","validator,calculator,sql_query",gt_constraint_satisfaction_regional_sales_performance_2items,"Final answer must contain exactly 2 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00861,coding,coding,hard,Write and run a script that solves inventory reorder points and returns the result for 3 test cases.,Must use only tools from the coding toolset; Must return exactly 3 items; Must cite the source of every factual claim,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer",gt_coding_inventory_reorder_points_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00862,file_operations,file_operations,easy,"Read subscription renewal rates, transform it, and write 4 output files with the results.",Must use only tools from the file_operations toolset,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator",gt_file_operations_subscription_renewal_rates_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00863,coding,coding,easy,Write and run a script that solves customer churn drivers and returns the result for 3 test cases.,Must use only tools from the coding toolset,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer,sql_query",gt_coding_customer_churn_drivers_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00864,coding,coding,medium,Write and run a script that solves support ticket backlog and returns the result for 3 test cases.,Must use only tools from the coding toolset; Must return exactly 3 items,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer",gt_coding_support_ticket_backlog_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00865,data_analysis,data_analysis,easy,Query the regional sales performance table and compute the requested aggregate for the last 3 periods.,Must use only tools from the data_analysis toolset,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor",gt_data_analysis_regional_sales_performance_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00866,coding,coding,medium,Write and run a script that solves pricing tier comparison and returns the result for 3 test cases.,Must use only tools from the coding toolset; Must return exactly 3 items,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer",gt_coding_pricing_tier_comparison_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00867,api_workflows,api_workflows,easy,Call the customer churn drivers API and assemble a report combining 3 endpoint responses.,Must use only tools from the api_workflows toolset,api workflows,"api_client,validator,calculator","api_client,validator,calculator",gt_api_workflows_customer_churn_drivers_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_00868,data_analysis,data_analysis,medium,Query the budget variance analysis table and compute the requested aggregate for the last 4 periods.,Must use only tools from the data_analysis toolset; Must return exactly 4 items,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor,api_client",gt_data_analysis_budget_variance_analysis_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
