failure_id,run_id,step_id,failure_sequence,parent_failure_id,is_cascading,failure_type,failure_category,severity,severity_level,is_critical,failure_trigger,failure_description,recoverable
run_002028_f01,run_002028,run_002028_s003,1,,False,tool_loop,tool_use,high,3,True,tool_call at step 3 in decision category 'tool_selection',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_002036_f01,run_002036,run_002036_s009,1,,False,partial_execution,execution,moderate-high,3,False,tool_call at step 9 in decision category 'execution',A multi-part action only partially completes and the agent proceeds as if it fully completed.,True
run_002037_f01,run_002037,run_002037_s006,1,,False,incorrect_final_answer,output,high,3,True,finalize at step 6 in decision category 'finalization',The final answer does not match the ground truth for the task.,True
run_002039_f01,run_002039,run_002039_s001,1,,False,premature_execution,planning,moderate,2,False,plan at step 1 in decision category 'planning',The agent takes an execution action before gathering information required to do it correctly.,True
run_002042_f01,run_002042,run_002042_s006,1,,False,irrelevant_retrieval,retrieval,low-moderate,1,False,tool_call at step 6 in decision category 'retrieval',Retrieved content is topically unrelated to the information need.,True
run_002043_f01,run_002043,run_002043_s002,1,,False,retrieval_miss,retrieval,moderate,2,False,tool_call at step 2 in decision category 'retrieval',A retrieval/search action fails to surface information that was available and necessary.,True
run_002044_f01,run_002044,run_002044_s003,1,,False,irrelevant_retrieval,retrieval,low-moderate,1,False,tool_call at step 3 in decision category 'retrieval',Retrieved content is topically unrelated to the information need.,True
run_002047_f01,run_002047,run_002047_s006,1,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 6 in decision category 'retrieval',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_002047_f02,run_002047,run_002047_s007,2,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 7 in decision category 'execution',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_002047_f03,run_002047,run_002047_s023r,3,run_002047_f02,True,partial_execution,execution,moderate-high,3,False,correct at step 7.109999999999999 in decision category 'correction'; cascaded from run_002047_f02,A multi-part action only partially completes and the agent proceeds as if it fully completed.,True
run_002048_f01,run_002048,run_002048_s005,1,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 5 in decision category 'retrieval',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_002048_f02,run_002048,run_002048_s009,2,,False,partial_execution,execution,moderate-high,3,False,tool_call at step 9 in decision category 'execution',A multi-part action only partially completes and the agent proceeds as if it fully completed.,True
run_002049_f01,run_002049,run_002049_s010,1,,False,partial_execution,execution,moderate-high,3,False,tool_call at step 10 in decision category 'execution',A multi-part action only partially completes and the agent proceeds as if it fully completed.,True
run_002049_f02,run_002049,run_002049_s016r,2,,False,lost_context,state,moderate,2,False,correct at step 10.11 in decision category 'correction',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_002049_f03,run_002049,run_002049_s018r,3,,False,lost_context,state,moderate,2,False,correct at step 10.219999999999999 in decision category 'correction',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_002050_f01,run_002050,run_002050_s004,1,,False,logical_error,reasoning,moderate,2,False,correct at step 4 in decision category 'correction',The agent's derivation contains an invalid logical step.,True
run_002050_f02,run_002050,run_002050_s007,2,,False,partial_execution,execution,moderate-high,3,False,tool_call at step 7 in decision category 'execution',A multi-part action only partially completes and the agent proceeds as if it fully completed.,True
run_002050_f03,run_002050,run_002050_s008,3,,False,tool_misuse,tool_use,moderate,2,False,tool_call at step 8 in decision category 'retrieval',The tool is used in a way that violates its documented contract or intended use.,True
run_002050_f04,run_002050,run_002050_s022r,4,,False,constraint_violation,reasoning,moderate-high,3,False,correct at step 8.129999999999999 in decision category 'correction',The final answer or an intermediate step violates an explicit task constraint.,True
run_002051_f01,run_002051,run_002051_s014,1,,False,claimed_success_after_failure,output,critical,4,True,finalize at step 14 in decision category 'finalization',The agent reports task success despite the trajectory containing an unresolved critical failure.,False
run_002055_f01,run_002055,run_002055_s006,1,,False,tool_loop,tool_use,high,3,True,tool_call at step 6 in decision category 'retrieval',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_002056_f01,run_002056,run_002056_s001,1,,False,missing_prerequisite,planning,moderate,2,False,plan at step 1 in decision category 'planning',The plan omits a step whose output a later step depends on.,True
run_002056_f02,run_002056,run_002056_s021r,2,,False,incorrect_inference,reasoning,moderate,2,False,correct at step 1.11 in decision category 'correction',The agent draws a conclusion not supported by the available evidence.,True
run_002056_f03,run_002056,run_002056_s007,3,run_002056_f02,True,unsupported_conclusion,verification,high,3,True,tool_call at step 7 in decision category 'retrieval'; cascaded from run_002056_f02,The agent presents a conclusion as verified when no verification actually occurred.,False
run_002057_f01,run_002057,run_002057_s011,1,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 11 in decision category 'tool_selection',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_002057_f02,run_002057,run_002057_s013,2,,False,retrieval_miss,retrieval,moderate,2,False,tool_call at step 13 in decision category 'retrieval',A retrieval/search action fails to surface information that was available and necessary.,True
run_002057_f03,run_002057,run_002057_s026r,3,,False,constraint_violation,reasoning,moderate-high,3,False,correct at step 13.11 in decision category 'correction',The final answer or an intermediate step violates an explicit task constraint.,True
run_002057_f04,run_002057,run_002057_s028r,4,,False,logical_error,reasoning,moderate,2,False,correct at step 13.209999999999999 in decision category 'correction',The agent's derivation contains an invalid logical step.,True
run_002058_f01,run_002058,run_002058_s004,1,,False,tool_misuse,tool_use,moderate,2,False,tool_call at step 4 in decision category 'execution',The tool is used in a way that violates its documented contract or intended use.,True
run_002064_f01,run_002064,run_002064_s007,1,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 7 in decision category 'tool_selection',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_002064_f02,run_002064,run_002064_s012,2,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 12 in decision category 'tool_selection',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_002064_f03,run_002064,run_002064_s013,3,run_002064_f02,True,partial_execution,execution,moderate-high,3,False,tool_call at step 13 in decision category 'retrieval'; cascaded from run_002064_f02,A multi-part action only partially completes and the agent proceeds as if it fully completed.,True
run_002065_f01,run_002065,run_002065_s004,1,,False,failed_execution,execution,moderate-high,3,False,tool_call at step 4 in decision category 'execution',An execution action returns an error and the agent's trajectory does not account for it.,True
run_002065_f02,run_002065,run_002065_s016,2,run_002065_f01,True,incomplete_answer,output,moderate,2,False,tool_call at step 16 in decision category 'retrieval'; cascaded from run_002065_f01,The final answer addresses only part of a multi-part task.,True
run_002065_f03,run_002065,run_002065_s019r,3,,False,incorrect_inference,reasoning,moderate,2,False,correct at step 16.110000000000003 in decision category 'correction',The agent draws a conclusion not supported by the available evidence.,True
run_002069_f01,run_002069,run_002069_s002,1,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 2 in decision category 'tool_selection',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_002069_f02,run_002069,run_002069_s006r,2,run_002069_f01,True,partial_execution,execution,moderate-high,3,False,correct at step 2.11 in decision category 'correction'; cascaded from run_002069_f01,A multi-part action only partially completes and the agent proceeds as if it fully completed.,True
run_002073_f01,run_002073,run_002073_s003,1,,False,memory_failure,state,low-moderate,1,False,tool_call at step 3 in decision category 'execution',The agent fails to carry forward information established earlier in the same run.,True
run_002073_f02,run_002073,run_002073_s006,2,,False,context_conflict,retrieval,moderate-high,3,False,tool_call at step 6 in decision category 'retrieval',Two retrieved sources disagree and the agent does not detect or resolve the conflict.,True
run_002073_f03,run_002073,run_002073_s015r,3,,False,logical_error,reasoning,moderate,2,False,correct at step 6.21 in decision category 'correction',The agent's derivation contains an invalid logical step.,True
run_002074_f01,run_002074,run_002074_s002,1,,False,state_tracking_error,state,moderate-high,3,False,correct at step 2 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_002075_f01,run_002075,run_002075_s007,1,,False,failure_to_verify,verification,moderate,2,False,verify at step 7 in decision category 'verification',The agent skips an available verification step before finalizing.,True
run_002077_f01,run_002077,run_002077_s001,1,,False,incorrect_decomposition,planning,moderate-high,3,False,plan at step 1 in decision category 'planning',"The agent splits the task into sub-goals that do not, even if all completed, satisfy the original request.",True
run_002077_f02,run_002077,run_002077_s007r,2,run_002077_f01,True,incomplete_answer,output,moderate,2,False,correct at step 1.12 in decision category 'correction'; cascaded from run_002077_f01,The final answer addresses only part of a multi-part task.,True
run_002079_f01,run_002079,run_002079_s004,1,,False,logical_error,reasoning,moderate,2,False,verify at step 4 in decision category 'verification',The agent's derivation contains an invalid logical step.,True
run_002080_f01,run_002080,run_002080_s009,1,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 9 in decision category 'tool_selection',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_002083_f01,run_002083,run_002083_s005,1,,False,memory_failure,state,low-moderate,1,False,tool_call at step 5 in decision category 'execution',The agent fails to carry forward information established earlier in the same run.,True
run_002083_f02,run_002083,run_002083_s010r,2,,False,lost_context,state,moderate,2,False,correct at step 5.119999999999999 in decision category 'correction',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_002085_f01,run_002085,run_002085_s006,1,,False,tool_loop,tool_use,high,3,True,tool_call at step 6 in decision category 'tool_selection',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_002087_f01,run_002087,run_002087_s002,1,,False,partial_execution,execution,moderate-high,3,False,tool_call at step 2 in decision category 'execution',A multi-part action only partially completes and the agent proceeds as if it fully completed.,True
run_002087_f02,run_002087,run_002087_s009,2,,False,constraint_violation,reasoning,moderate-high,3,False,verify at step 9 in decision category 'verification',The final answer or an intermediate step violates an explicit task constraint.,True
run_002088_f01,run_002088,run_002088_s019,1,,False,retrieval_miss,retrieval,moderate,2,False,tool_call at step 19 in decision category 'retrieval',A retrieval/search action fails to surface information that was available and necessary.,True
run_002088_f02,run_002088,run_002088_s022r,2,,False,logical_error,reasoning,moderate,2,False,correct at step 19.110000000000003 in decision category 'correction',The agent's derivation contains an invalid logical step.,True
run_002088_f03,run_002088,run_002088_s023r,3,,False,numerical_error,reasoning,moderate,2,False,correct at step 19.220000000000006 in decision category 'correction',An arithmetic or unit computation is wrong.,True
run_002089_f01,run_002089,run_002089_s013,1,,False,incorrect_final_answer,output,high,3,True,finalize at step 13 in decision category 'finalization',The final answer does not match the ground truth for the task.,True
run_002090_f01,run_002090,run_002090_s002,1,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 2 in decision category 'tool_selection',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_002090_f02,run_002090,run_002090_s026r,2,,False,memory_failure,state,low-moderate,1,False,correct at step 2.21 in decision category 'correction',The agent fails to carry forward information established earlier in the same run.,True
run_002090_f03,run_002090,run_002090_s027r,3,,False,logical_error,reasoning,moderate,2,False,correct at step 2.22 in decision category 'correction',The agent's derivation contains an invalid logical step.,True
run_002090_f04,run_002090,run_002090_s008,4,,False,unauthorized_action,execution,critical,4,True,tool_call at step 8 in decision category 'execution',The agent takes an action outside the scope granted by the task's stated constraints.,False
run_002091_f01,run_002091,run_002091_s003,1,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 3 in decision category 'tool_selection',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_002092_f01,run_002092,run_002092_s008,1,,False,incorrect_final_answer,output,high,3,True,finalize at step 8 in decision category 'finalization',The final answer does not match the ground truth for the task.,True
run_002094_f01,run_002094,run_002094_s011,1,,False,stale_information,retrieval,moderate,2,False,tool_call at step 11 in decision category 'retrieval',"The agent relies on retrieved information that was superseded by more recent, contradicting information available in the same session.",True
run_002095_f01,run_002095,run_002095_s006,1,,False,memory_failure,state,low-moderate,1,False,correct at step 6 in decision category 'correction',The agent fails to carry forward information established earlier in the same run.,True
run_002095_f02,run_002095,run_002095_s013,2,,False,state_tracking_error,state,moderate-high,3,False,tool_call at step 13 in decision category 'execution',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_002099_f01,run_002099,run_002099_s011,1,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 11 in decision category 'tool_selection',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_002100_f01,run_002100,run_002100_s006,1,,False,tool_misuse,tool_use,moderate,2,False,tool_call at step 6 in decision category 'tool_selection',The tool is used in a way that violates its documented contract or intended use.,True
run_002100_f02,run_002100,run_002100_s008,2,run_002100_f01,True,state_tracking_error,state,moderate-high,3,False,tool_call at step 8 in decision category 'retrieval'; cascaded from run_002100_f01,The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_002100_f03,run_002100,run_002100_s016,3,,False,stale_information,retrieval,moderate,2,False,tool_call at step 16 in decision category 'retrieval',"The agent relies on retrieved information that was superseded by more recent, contradicting information available in the same session.",True
run_002107_f01,run_002107,run_002107_s011,1,,False,irrelevant_retrieval,retrieval,low-moderate,1,False,tool_call at step 11 in decision category 'retrieval',Retrieved content is topically unrelated to the information need.,True
run_002107_f02,run_002107,run_002107_s023r,2,,False,lost_context,state,moderate,2,False,correct at step 11.11 in decision category 'correction',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_002107_f03,run_002107,run_002107_s026r,3,,False,state_tracking_error,state,moderate-high,3,False,correct at step 11.219999999999999 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_002107_f04,run_002107,run_002107_s025r,4,,False,state_tracking_error,state,moderate-high,3,False,correct at step 11.129999999999999 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_002108_f01,run_002108,run_002108_s005,1,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 5 in decision category 'retrieval',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_002108_f02,run_002108,run_002108_s011,2,,False,lost_context,state,moderate,2,False,correct at step 11 in decision category 'correction',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_002110_f01,run_002110,run_002110_s005,1,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 5 in decision category 'retrieval',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_002113_f01,run_002113,run_002113_s001,1,,False,wrong_sequence,planning,low-moderate,1,False,plan at step 1 in decision category 'planning',Necessary steps are present but ordered so that a later step cannot use an earlier step's output correctly.,True
run_002113_f02,run_002113,run_002113_s003,2,,False,tool_misuse,tool_use,moderate,2,False,tool_call at step 3 in decision category 'retrieval',The tool is used in a way that violates its documented contract or intended use.,True
run_002113_f03,run_002113,run_002113_s019r,3,,False,state_tracking_error,state,moderate-high,3,False,correct at step 3.11 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_002114_f01,run_002114,run_002114_s003,1,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 3 in decision category 'tool_selection',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_002114_f02,run_002114,run_002114_s006,2,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 6 in decision category 'tool_selection',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_002114_f03,run_002114,run_002114_s008,3,,False,tool_loop,tool_use,high,3,True,tool_call at step 8 in decision category 'retrieval',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_002115_f01,run_002115,run_002115_s010,1,,False,unauthorized_action,execution,critical,4,True,tool_call at step 10 in decision category 'execution',The agent takes an action outside the scope granted by the task's stated constraints.,False
run_002117_f01,run_002117,run_002117_s008,1,,False,failed_execution,execution,moderate-high,3,False,tool_call at step 8 in decision category 'execution',An execution action returns an error and the agent's trajectory does not account for it.,True
run_002117_f02,run_002117,run_002117_s013,2,,False,partial_execution,execution,moderate-high,3,False,tool_call at step 13 in decision category 'execution',A multi-part action only partially completes and the agent proceeds as if it fully completed.,True
run_002117_f03,run_002117,run_002117_s015,3,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 15 in decision category 'retrieval',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_002119_f01,run_002119,run_002119_s005,1,,False,incorrect_final_answer,output,high,3,True,finalize at step 5 in decision category 'finalization',The final answer does not match the ground truth for the task.,True
run_002121_f01,run_002121,run_002121_s006,1,,False,state_tracking_error,state,moderate-high,3,False,tool_call at step 6 in decision category 'execution',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_002121_f02,run_002121,run_002121_s015r,2,run_002121_f01,True,lost_context,state,moderate,2,False,correct at step 6.119999999999999 in decision category 'correction'; cascaded from run_002121_f01,"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_002123_f01,run_002123,run_002123_s008,1,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 8 in decision category 'execution',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_002124_f01,run_002124,run_002124_s005,1,,False,retrieval_miss,retrieval,moderate,2,False,tool_call at step 5 in decision category 'retrieval',A retrieval/search action fails to surface information that was available and necessary.,True
run_002124_f02,run_002124,run_002124_s006,2,run_002124_f01,True,unsupported_conclusion,verification,high,3,True,tool_call at step 6 in decision category 'execution'; cascaded from run_002124_f01,The agent presents a conclusion as verified when no verification actually occurred.,False
run_002125_f01,run_002125,run_002125_s013,1,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 13 in decision category 'execution',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_002126_f01,run_002126,run_002126_s004,1,,False,retrieval_miss,retrieval,moderate,2,False,tool_call at step 4 in decision category 'retrieval',A retrieval/search action fails to surface information that was available and necessary.,True
run_002126_f02,run_002126,run_002126_s024r,2,,False,lost_context,state,moderate,2,False,correct at step 4.13 in decision category 'correction',"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_002127_f01,run_002127,run_002127_s008,1,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 8 in decision category 'tool_selection',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_002127_f02,run_002127,run_002127_s015r,2,,False,state_tracking_error,state,moderate-high,3,False,correct at step 8.11 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_002129_f01,run_002129,run_002129_s005,1,,False,failure_to_verify,verification,moderate,2,False,verify at step 5 in decision category 'verification',The agent skips an available verification step before finalizing.,True
run_002131_f01,run_002131,run_002131_s001,1,,False,missing_prerequisite,planning,moderate,2,False,plan at step 1 in decision category 'planning',The plan omits a step whose output a later step depends on.,True
run_002132_f01,run_002132,run_002132_s009,1,,False,claimed_success_after_failure,output,critical,4,True,finalize at step 9 in decision category 'finalization',The agent reports task success despite the trajectory containing an unresolved critical failure.,False
run_002134_f01,run_002134,run_002134_s009,1,,False,hallucinated_result,output,critical,4,True,finalize at step 9 in decision category 'finalization',The final answer includes specific claims not traceable to any tool observation in the trajectory.,False
run_002135_f01,run_002135,run_002135_s003,1,,False,unauthorized_action,execution,critical,4,True,tool_call at step 3 in decision category 'execution',The agent takes an action outside the scope granted by the task's stated constraints.,False
run_002136_f01,run_002136,run_002136_s005,1,,False,tool_misuse,tool_use,moderate,2,False,tool_call at step 5 in decision category 'retrieval',The tool is used in a way that violates its documented contract or intended use.,True
run_002145_f01,run_002145,run_002145_s011,1,,False,tool_loop,tool_use,high,3,True,tool_call at step 11 in decision category 'execution',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_002146_f01,run_002146,run_002146_s006,1,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 6 in decision category 'execution',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_002146_f02,run_002146,run_002146_s024r,2,,False,state_tracking_error,state,moderate-high,3,False,correct at step 6.21 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_002146_f03,run_002146,run_002146_s027r,3,,False,state_tracking_error,state,moderate-high,3,False,correct at step 6.319999999999999 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_002146_f04,run_002146,run_002146_s009,4,run_002146_f03,True,claimed_success_after_failure,output,critical,4,True,tool_call at step 9 in decision category 'retrieval'; cascaded from run_002146_f03,The agent reports task success despite the trajectory containing an unresolved critical failure.,False
run_002147_f01,run_002147,run_002147_s003,1,,False,failed_execution,execution,moderate-high,3,False,tool_call at step 3 in decision category 'execution',An execution action returns an error and the agent's trajectory does not account for it.,True
run_002147_f02,run_002147,run_002147_s018r,2,,False,memory_failure,state,low-moderate,1,False,correct at step 3.11 in decision category 'correction',The agent fails to carry forward information established earlier in the same run.,True
run_002147_f03,run_002147,run_002147_s005,3,,False,irrelevant_retrieval,retrieval,low-moderate,1,False,tool_call at step 5 in decision category 'retrieval',Retrieved content is topically unrelated to the information need.,True
run_002147_f04,run_002147,run_002147_s026r,4,,False,state_tracking_error,state,moderate-high,3,False,correct at step 5.21 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_002152_f01,run_002152,run_002152_s006,1,,False,incomplete_answer,output,moderate,2,False,finalize at step 6 in decision category 'finalization',The final answer addresses only part of a multi-part task.,True
run_002154_f01,run_002154,run_002154_s004,1,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 4 in decision category 'tool_selection',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_002154_f02,run_002154,run_002154_s014,2,,False,failed_execution,execution,moderate-high,3,False,tool_call at step 14 in decision category 'execution',An execution action returns an error and the agent's trajectory does not account for it.,True
run_002154_f03,run_002154,run_002154_s024r,3,,False,state_tracking_error,state,moderate-high,3,False,correct at step 14.11 in decision category 'correction',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_002154_f04,run_002154,run_002154_s016,4,run_002154_f03,True,lost_context,state,moderate,2,False,tool_call at step 16 in decision category 'tool_selection'; cascaded from run_002154_f03,"Long trajectories cause earlier, still-relevant context to no longer influence later decisions.",True
run_002155_f01,run_002155,run_002155_s007,1,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 7 in decision category 'retrieval',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_002156_f01,run_002156,run_002156_s001,1,,False,incorrect_decomposition,planning,moderate-high,3,False,plan at step 1 in decision category 'planning',"The agent splits the task into sub-goals that do not, even if all completed, satisfy the original request.",True
run_002156_f02,run_002156,run_002156_s011r,2,run_002156_f01,True,incomplete_answer,output,moderate,2,False,correct at step 1.21 in decision category 'correction'; cascaded from run_002156_f01,The final answer addresses only part of a multi-part task.,True
run_002156_f03,run_002156,run_002156_s003,3,,False,context_conflict,retrieval,moderate-high,3,False,tool_call at step 3 in decision category 'retrieval',Two retrieved sources disagree and the agent does not detect or resolve the conflict.,True
run_002157_f01,run_002157,run_002157_s007,1,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 7 in decision category 'tool_selection',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_002162_f01,run_002162,run_002162_s005,1,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 5 in decision category 'execution',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_002163_f01,run_002163,run_002163_s006,1,,False,tool_loop,tool_use,high,3,True,tool_call at step 6 in decision category 'execution',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_002170_f01,run_002170,run_002170_s001,1,,False,incorrect_decomposition,planning,moderate-high,3,False,plan at step 1 in decision category 'planning',"The agent splits the task into sub-goals that do not, even if all completed, satisfy the original request.",True
run_002170_f02,run_002170,run_002170_s002,2,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 2 in decision category 'tool_selection',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_002174_f01,run_002174,run_002174_s001,1,,False,incorrect_decomposition,planning,moderate-high,3,False,plan at step 1 in decision category 'planning',"The agent splits the task into sub-goals that do not, even if all completed, satisfy the original request.",True
run_002174_f02,run_002174,run_002174_s003,2,,False,tool_misuse,tool_use,moderate,2,False,tool_call at step 3 in decision category 'tool_selection',The tool is used in a way that violates its documented contract or intended use.,True
run_002176_f01,run_002176,run_002176_s004,1,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 4 in decision category 'execution',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_002176_f02,run_002176,run_002176_s006,2,,False,incorrect_final_answer,output,high,3,True,finalize at step 6 in decision category 'finalization',The final answer does not match the ground truth for the task.,True
run_002178_f01,run_002178,run_002178_s005,1,,False,wrong_tool,tool_use,moderate,2,False,tool_call at step 5 in decision category 'retrieval',The agent selects a tool that cannot accomplish the current sub-goal.,True
run_002178_f02,run_002178,run_002178_s017r,2,,False,constraint_violation,reasoning,moderate-high,3,False,correct at step 5.23 in decision category 'correction',The final answer or an intermediate step violates an explicit task constraint.,True
run_002179_f01,run_002179,run_002179_s005,1,,False,tool_loop,tool_use,high,3,True,tool_call at step 5 in decision category 'tool_selection',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_002180_f01,run_002180,run_002180_s012,1,,False,irrelevant_retrieval,retrieval,low-moderate,1,False,tool_call at step 12 in decision category 'retrieval',Retrieved content is topically unrelated to the information need.,True
run_002180_f02,run_002180,run_002180_s023r,2,,False,constraint_violation,reasoning,moderate-high,3,False,correct at step 12.12 in decision category 'correction',The final answer or an intermediate step violates an explicit task constraint.,True
run_002180_f03,run_002180,run_002180_s014,3,,False,unauthorized_action,execution,critical,4,True,tool_call at step 14 in decision category 'execution',The agent takes an action outside the scope granted by the task's stated constraints.,False
run_002181_f01,run_002181,run_002181_s010,1,,False,repeated_tool_call,tool_use,low,1,False,tool_call at step 10 in decision category 'retrieval',The agent calls the same tool with the same or near-identical arguments more than once without new information justifying it.,True
run_002186_f01,run_002186,run_002186_s006,1,,False,tool_loop,tool_use,high,3,True,tool_call at step 6 in decision category 'retrieval',The agent enters a cycle of tool calls that does not converge toward task completion.,False
run_002187_f01,run_002187,run_002187_s004,1,,False,partial_execution,execution,moderate-high,3,False,tool_call at step 4 in decision category 'execution',A multi-part action only partially completes and the agent proceeds as if it fully completed.,True
run_002191_f01,run_002191,run_002191_s002,1,,False,unauthorized_action,execution,critical,4,True,tool_call at step 2 in decision category 'execution',The agent takes an action outside the scope granted by the task's stated constraints.,False
run_002193_f01,run_002193,run_002193_s004,1,,False,retrieval_miss,retrieval,moderate,2,False,tool_call at step 4 in decision category 'retrieval',A retrieval/search action fails to surface information that was available and necessary.,True
run_002193_f02,run_002193,run_002193_s009,2,,False,numerical_error,reasoning,moderate,2,False,correct at step 9 in decision category 'correction',An arithmetic or unit computation is wrong.,True
run_002193_f03,run_002193,run_002193_s011,3,run_002193_f02,True,constraint_violation,reasoning,moderate-high,3,False,tool_call at step 11 in decision category 'execution'; cascaded from run_002193_f02,The final answer or an intermediate step violates an explicit task constraint.,True
run_002193_f04,run_002193,run_002193_s014,4,,False,state_tracking_error,state,moderate-high,3,False,tool_call at step 14 in decision category 'execution',The agent's internal representation of task progress diverges from the actual trajectory state.,True
run_002194_f01,run_002194,run_002194_s002,1,,False,wrong_arguments,tool_use,low-moderate,1,False,tool_call at step 2 in decision category 'retrieval',"The correct tool is selected but called with malformed, mistyped, or semantically incorrect arguments.",True
run_002194_f02,run_002194,run_002194_s013,2,,False,retrieval_miss,retrieval,moderate,2,False,tool_call at step 13 in decision category 'retrieval',A retrieval/search action fails to surface information that was available and necessary.,True
run_002194_f03,run_002194,run_002194_s015,3,,False,tool_misuse,tool_use,moderate,2,False,tool_call at step 15 in decision category 'tool_selection',The tool is used in a way that violates its documented contract or intended use.,True
run_002198_f01,run_002198,run_002198_s004,1,,False,state_tracking_error,state,moderate-high,3,False,tool_call at step 4 in decision category 'execution',The agent's internal representation of task progress diverges from the actual trajectory state.,True
